experiment,config_id,map_name,method,pose_id,seed,true_x,true_y,true_theta,estimated_x,estimated_y,estimated_theta,best_fitness,position_error,theta_error,success,scan_error,feature_error,combined_error,scan_contribution,perception_contribution,runtime_seconds,population_size,generations,elite_size,tournament_size,crossover_rate,mutation_rate,sigma_xy,sigma_theta,fov_deg,num_beams,max_range_m,noise_std_m,angular_resolution_deg,perception_weight,final_best_history,final_mean_history
experiment_1_perception_ablation,default,easy_room,perception_aware,3,6,6.5,4.5,2.2,6.4825969354945,4.481165889757498,2.1947955218131794,0.9999616461509788,0.025643524773504397,0.0052044781868207934,True,3.0924479166666554e-05,5.5693948928909005e-05,3.835532009533929e-05,2.1647135416666587e-05,1.67081846786727e-05,13.07048587501049,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9999616461509788,0.9778448859956762
experiment_1_perception_ablation,default,easy_room,perception_aware,3,7,6.5,4.5,2.2,6.522458357464088,4.446821988212632,2.198721572175488,0.9999216586376997,0.05772589330311177,0.0012784278245123737,True,7.541232638888866e-05,8.519623892686938e-05,7.834750015028287e-05,5.2788628472222055e-05,2.5558871678060812e-05,13.104535167003633,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9999216586376997,0.9816727077765678
experiment_1_perception_ablation,default,easy_room,perception_aware,3,8,6.5,4.5,2.2,1.572268564607134,2.5831837546158374,-0.9500186202783079,0.9937731219009017,5.2874116179779005,3.133166686901278,False,0.007760959201388856,0.0027774120762345373,0.00626589506384256,0.005432671440972199,0.0008332236228703612,13.406937833002303,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9937731219009017,0.9778835553394029
experiment_1_perception_ablation,default,easy_room,perception_aware,3,9,6.5,4.5,2.2,1.5658402364290858,2.5517529512207338,-0.9459792174820665,0.9937009133766105,5.304865609562536,3.1372060896975196,False,0.007907986111111077,0.0026780878684119825,0.006339016638301349,0.005535590277777754,0.0008034263605235947,13.390874333010288,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9937009133766105,0.9780203629042695
experiment_1_perception_ablation,default,easy_room,perception_aware,4,0,3.5,5.5,-2.0,3.515301019453084,5.475417589163948,-2.009454774917761,0.9998118934131428,0.028955416053237787,0.009454774917760922,True,4.8285590277777614e-05,0.0005144735480263948,0.00018814197760236274,3.3799913194444325e-05,0.00015434206440791842,11.3424289579998,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9998118934131428,0.9855051535944708
experiment_1_perception_ablation,default,easy_room,perception_aware,4,1,3.5,5.5,-2.0,3.4528881520651997,5.488208424160756,-1.9787222719649555,0.9996982592348665,0.04856508495415608,0.02127772803504424,True,0.00023925781249999848,0.0004478379045128455,0.0003018318401038526,0.00016748046874999893,0.00013435137135385365,11.312614333000965,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9996982592348665,0.98438055681777
experiment_1_perception_ablation,default,easy_room,perception_aware,4,2,3.5,5.5,-2.0,3.413252196815442,5.483000047475823,-1.9746189155460634,0.9996859323452646,0.08839784919991586,0.02538108445393661,True,0.00032823350694444247,0.0002813428978501644,0.000314166324216159,0.0002297634548611097,8.440286935504932e-05,11.372143500004313,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9996859323452646,0.9854152076185396
experiment_1_perception_ablation,default,easy_room,perception_aware,4,3,3.5,5.5,-2.0,3.4478934166505693,5.493023145196036,-1.9862607003396837,0.9998304707293204,0.05257159433864237,0.013739299660316284,True,0.000109049479166666,0.00031074460103248935,0.000169558015726413,7.63346354166662e-05,9.32233803097468e-05,11.503355541004566,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9998304707293204,0.9848447273834455
experiment_1_perception_ablation,default,easy_room,perception_aware,4,4,3.5,5.5,-2.0,3.615584486045837,5.488042763859408,-2.0272030053633543,0.9993609916711769,0.11620132921185618,0.027203005363354293,True,0.00015842013888888817,0.001761742747797825,0.0006394169215615692,0.00011089409722222171,0.0005285228243393475,12.083459582994692,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9993609916711769,0.9860107153298147
experiment_1_perception_ablation,default,easy_room,perception_aware,4,5,3.5,5.5,-2.0,3.5720905779716605,5.479612040303571,-2.0273481770673585,0.9997385858800035,0.07491809082505568,0.02734817706735848,True,0.00013726128472222156,0.0005513319196738352,0.00026148247520770565,9.608289930555509e-05,0.00016539957590215056,11.445822875000886,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9997385858800035,0.9864010453348534
